record_id,budget_level,travellers,transport_mode,route_distance_km,public_transport_coverage,estimated_transport_cost_lkr,data_origin
46959,MID,5,Public transport + Minivan - Uber/PickMe,167.23,0.41,13510.4,reference-derived scenario
46960,LOW,7,Public transport + Van - Uber/PickMe,697.84,0.771,46290.18,reference-derived scenario
46961,HIGH,7,Minivan - Uber/PickMe,907.57,0.0,106819.33,reference-derived scenario
46962,HIGH,8,Private driver + Van,740.63,0.0,130079.37,reference-derived scenario
46963,HIGH,7,Private driver + Minivan,254.66,0.0,32874.4,reference-derived scenario
46964,MID,19,Public transport + 2 Vans - Uber/PickMe,389.83,0.428,99258.88,reference-derived scenario
46965,MID,4,Public transport + Minivan - Uber/PickMe,288.1,0.47,22850.35,reference-derived scenario
46966,HIGH,14,Private driver + 2 Minivans,374.23,0.0,88577.74,reference-derived scenario
46967,MID,1,Public transport + Minivan - Uber/PickMe,889.77,0.626,43772.98,reference-derived scenario
46968,MID,3,Public transport + Minivan - Uber/PickMe,628.11,0.858,19377.46,reference-derived scenario
46969,LOW,14,Public transport + 2 Minivans - Uber/PickMe,594.67,0.58,80961.94,reference-derived scenario
46970,MID,19,Public transport + 2 Vans - Uber/PickMe,505.34,0.656,88478.77,reference-derived scenario
46971,MID,7,Minivan - Uber/PickMe,896.9,0.0,109976.18,reference-derived scenario
46972,MID,17,Public transport + 2 Vans - Uber/PickMe,306.61,0.408,76723.09,reference-derived scenario
46973,MID,1,Public transport + Tuk/Taxi,572.08,0.683,16330.59,reference-derived scenario
46974,LOW,11,Public transport + Van - Uber/PickMe,593.43,0.656,61067.63,reference-derived scenario
46975,HIGH,8,Private driver + Van,368.01,0.0,62836.49,reference-derived scenario
46976,MID,10,Public transport + Van - Uber/PickMe,532.52,0.581,57645.15,reference-derived scenario
46977,LOW,11,Public transport + Van - Uber/PickMe,582.25,0.502,69551.18,reference-derived scenario
46978,HIGH,7,Public transport + Minivan - Uber/PickMe,832.72,0.607,52302.24,reference-derived scenario
46979,MID,19,2 Vans - Uber/PickMe,469.4,0.0,166361.44,reference-derived scenario
46980,HIGH,12,Public transport + Van - Uber/PickMe,41.02,0.732,5795.84,reference-derived scenario
46981,HIGH,6,Minivan - Uber/PickMe,258.66,0.0,32315.19,reference-derived scenario
46982,MID,4,Tuk/Taxi - Uber/PickMe,460.42,0.0,48582.25,reference-derived scenario
46983,LOW,2,Public transport + Van - Uber/PickMe,808.83,0.608,56773.32,reference-derived scenario
46984,HIGH,6,Public transport + Minivan - Uber/PickMe,658.08,0.447,56777.72,reference-derived scenario
46985,MID,9,Public transport + Van - Uber/PickMe,518.29,0.478,65113.96,reference-derived scenario
46986,LOW,20,Public transport + 2 Vans - Uber/PickMe,677.75,0.523,151659.13,reference-derived scenario
46987,MID,4,Tuk/Taxi - Uber/PickMe,142.67,0.0,15265.13,reference-derived scenario
46988,LOW,2,Public transport + Van - Uber/PickMe,899.34,0.628,61110.02,reference-derived scenario
46989,LOW,6,Public transport + Van - Uber/PickMe,10.34,0.491,2498.63,reference-derived scenario
46990,HIGH,17,Public transport + 2 Vans - Uber/PickMe,242.86,0.759,41284.98,reference-derived scenario
46991,MID,20,Public transport + 2 Vans - Uber/PickMe,488.28,0.876,68701.28,reference-derived scenario
46992,HIGH,14,2 Minivans - Uber/PickMe,665.13,0.0,166078.88,reference-derived scenario
46993,LOW,19,Public transport + 2 Vans - Uber/PickMe,400.09,0.76,62873.49,reference-derived scenario
46994,LOW,1,Public transport + Van - Uber/PickMe,714.64,0.942,11480.6,reference-derived scenario
46995,LOW,2,Public transport + Tuk/Taxi,540.67,0.818,11222.97,reference-derived scenario
46996,LOW,6,Public transport + Van - Uber/PickMe,730.76,0.382,91026.89,reference-derived scenario
46997,LOW,13,Public transport + Van - Uber/PickMe,408.56,0.866,35206.05,reference-derived scenario
46998,LOW,10,Public transport + Van - Uber/PickMe,928.99,0.438,103824.27,reference-derived scenario
46999,LOW,8,Public transport + Van - Uber/PickMe,108.82,0.583,11228.98,reference-derived scenario
47000,MID,3,Van - Uber/PickMe,241.15,0.0,41250.65,reference-derived scenario
47001,MID,6,Minivan - Uber/PickMe,220.41,0.0,26033.01,reference-derived scenario
47002,LOW,12,Public transport + Van - Uber/PickMe,145.86,0.686,16128.44,reference-derived scenario
47003,MID,9,Public transport + Van - Uber/PickMe,444.88,0.596,43406.29,reference-derived scenario
47004,MID,19,2 Vans - Uber/PickMe,875.79,0.0,292261.63,reference-derived scenario
47005,MID,18,2 Vans - Uber/PickMe,79.59,0.0,30289.04,reference-derived scenario
47006,HIGH,18,Private driver + 2 Vans,236.21,0.0,77453.86,reference-derived scenario
47007,LOW,11,Public transport + Van - Uber/PickMe,289.92,0.733,24953.46,reference-derived scenario
47008,HIGH,16,Private driver + 2 Vans,385.27,0.0,140246.7,reference-derived scenario
47009,LOW,10,Public transport + Van - Uber/PickMe,457.9,0.575,49080.43,reference-derived scenario
47010,LOW,18,Public transport + 2 Vans - Uber/PickMe,378.68,0.351,96877.82,reference-derived scenario
47011,HIGH,1,Minivan - Uber/PickMe,208.95,0.0,25576.65,reference-derived scenario
47012,HIGH,14,Public transport + 2 Minivans - Uber/PickMe,591.21,0.804,64546.4,reference-derived scenario
47013,MID,8,Public transport + Van - Uber/PickMe,266.27,0.683,22733.6,reference-derived scenario
47014,MID,12,Public transport + Van - Uber/PickMe,61.02,0.55,8962.04,reference-derived scenario
47015,HIGH,10,Public transport + Van - Uber/PickMe,584.52,0.472,63325.72,reference-derived scenario
47016,LOW,3,Public transport + Minivan - Uber/PickMe,359.77,0.655,18835.95,reference-derived scenario
47017,MID,5,Public transport + Minivan - Uber/PickMe,660.96,0.629,37619.52,reference-derived scenario
47018,MID,6,Public transport + Minivan - Uber/PickMe,575.69,0.777,28917.17,reference-derived scenario
47019,LOW,7,Public transport + Minivan - Uber/PickMe,456.34,0.943,17059.1,reference-derived scenario
47020,LOW,12,Public transport + Van - Uber/PickMe,118.86,0.622,14609.72,reference-derived scenario
47021,MID,2,Public transport + Van - Uber/PickMe,755.78,0.815,34588.12,reference-derived scenario
47022,MID,2,Public transport + Minivan - Uber/PickMe,248.21,0.853,7709.52,reference-derived scenario
47023,MID,5,Public transport + Minivan - Uber/PickMe,610.27,0.557,42308.28,reference-derived scenario
47024,LOW,15,Public transport + Van - Uber/PickMe,523.27,0.514,69694.88,reference-derived scenario
47025,MID,18,Public transport + 2 Vans - Uber/PickMe,598.42,0.759,84379.37,reference-derived scenario
47026,HIGH,19,2 Vans - Uber/PickMe,555.38,0.0,213992.33,reference-derived scenario
47027,LOW,19,Public transport + 2 Vans - Uber/PickMe,949.88,0.631,165017.61,reference-derived scenario
47028,LOW,7,Public transport + Van - Uber/PickMe,140.91,0.876,9163.55,reference-derived scenario
47029,LOW,12,Public transport + Van - Uber/PickMe,566.97,0.864,44546.53,reference-derived scenario
47030,LOW,15,Public transport + Van - Uber/PickMe,746.59,0.739,73756.13,reference-derived scenario
47031,HIGH,19,2 Vans - Uber/PickMe,451.45,0.0,167399.24,reference-derived scenario
47032,LOW,16,Public transport + 2 Vans - Uber/PickMe,932.38,0.442,231930.05,reference-derived scenario
47033,MID,19,2 Vans - Uber/PickMe,730.66,0.0,240696.15,reference-derived scenario
47034,MID,6,Van - Uber/PickMe,225.76,0.0,43308.4,reference-derived scenario
47035,HIGH,4,Private driver + Car,623.79,0.0,89892.91,reference-derived scenario
47036,HIGH,8,Van - Uber/PickMe,22.23,0.0,5407.81,reference-derived scenario
47037,LOW,12,Public transport + Van - Uber/PickMe,197.17,0.522,25183.99,reference-derived scenario
47038,HIGH,12,Van - Uber/PickMe,430.68,0.0,83140.79,reference-derived scenario
47039,MID,14,Public transport + 2 Minivans - Uber/PickMe,717.65,0.794,78356.08,reference-derived scenario
47040,MID,10,Van - Uber/PickMe,781.74,0.0,130877.5,reference-derived scenario
47041,LOW,13,Public transport + Van - Uber/PickMe,271.49,0.63,28319.24,reference-derived scenario
47042,MID,7,Public transport + Van - Uber/PickMe,69.42,0.475,8695.43,reference-derived scenario
47043,MID,5,Public transport + Van - Uber/PickMe,800.99,0.56,70553.89,reference-derived scenario
47044,MID,17,Public transport + 2 Vans - Uber/PickMe,470.46,0.498,102700.53,reference-derived scenario
47045,HIGH,4,Public transport + Van - Uber/PickMe,809.84,0.6,67548.67,reference-derived scenario
47046,LOW,18,Public transport + 2 Vans - Uber/PickMe,142.94,0.741,25446.28,reference-derived scenario
47047,LOW,7,Public transport + Minivan - Uber/PickMe,472.75,0.653,30859.52,reference-derived scenario
47048,LOW,12,Public transport + Van - Uber/PickMe,665.8,0.427,84280.92,reference-derived scenario
47049,MID,1,Tuk/Taxi - Uber/PickMe,734.24,0.0,61561.52,reference-derived scenario
47050,MID,12,Public transport + Van - Uber/PickMe,250.2,0.429,35555.71,reference-derived scenario
47051,HIGH,19,Private driver + 2 Vans,337.28,0.0,116367.55,reference-derived scenario
47052,MID,4,Tuk/Taxi - Uber/PickMe,432.15,0.0,46546.87,reference-derived scenario
47053,MID,11,Public transport + Van - Uber/PickMe,890.47,0.803,64688.02,reference-derived scenario
47054,MID,12,Public transport + Van - Uber/PickMe,389.57,0.701,36968.54,reference-derived scenario
47055,LOW,2,Public transport + Van - Uber/PickMe,396.56,0.714,22558.53,reference-derived scenario
47056,LOW,14,Public transport + 2 Minivans - Uber/PickMe,334.44,0.509,52894.77,reference-derived scenario
47057,MID,13,Public transport + Van - Uber/PickMe,16.03,0.735,3396.88,reference-derived scenario
47058,MID,9,Van - Uber/PickMe,771.67,0.0,129197.44,reference-derived scenario
47059,LOW,4,Public transport + Tuk/Taxi,350.5,0.873,11449.58,reference-derived scenario
47060,LOW,3,Public transport + Tuk/Taxi,158.29,0.806,4698.83,reference-derived scenario
47061,HIGH,13,Van - Uber/PickMe,440.13,0.0,83595.15,reference-derived scenario
47062,LOW,5,Public transport + Van - Uber/PickMe,750.35,0.383,97129.48,reference-derived scenario
47063,MID,17,Public transport + 2 Vans - Uber/PickMe,779.84,0.48,166924.3,reference-derived scenario
47064,LOW,19,Public transport + 2 Vans - Uber/PickMe,727.7,0.362,194197.58,reference-derived scenario
47065,MID,19,2 Vans - Uber/PickMe,96.98,0.0,37840.16,reference-derived scenario
47066,MID,19,Public transport + 2 Vans - Uber/PickMe,176.3,0.623,38483.71,reference-derived scenario
47067,LOW,10,Public transport + Van - Uber/PickMe,463.08,0.563,53228.22,reference-derived scenario
47068,MID,5,Van - Uber/PickMe,739.16,0.0,135812.6,reference-derived scenario
47069,LOW,15,Public transport + Van - Uber/PickMe,770.21,0.881,70797.87,reference-derived scenario
47070,MID,17,2 Vans - Uber/PickMe,654.06,0.0,213708.55,reference-derived scenario
47071,MID,14,Public transport + 2 Minivans - Uber/PickMe,151.38,0.766,18982.47,reference-derived scenario
47072,MID,14,2 Minivans - Uber/PickMe,720.11,0.0,171272.59,reference-derived scenario
47073,MID,10,Van - Uber/PickMe,741.71,0.0,133296.91,reference-derived scenario
47074,MID,3,Public transport + Minivan - Uber/PickMe,187.13,0.462,13798.0,reference-derived scenario
47075,MID,8,Public transport + Van - Uber/PickMe,649.21,0.931,32360.15,reference-derived scenario
47076,HIGH,2,Public transport + Minivan - Uber/PickMe,281.98,0.649,14304.69,reference-derived scenario
47077,HIGH,10,Van - Uber/PickMe,852.37,0.0,146138.47,reference-derived scenario
47078,LOW,2,Public transport + Van - Uber/PickMe,828.37,0.456,89726.7,reference-derived scenario
47079,MID,10,Van - Uber/PickMe,104.41,0.0,19870.49,reference-derived scenario
47080,LOW,5,Public transport + Minivan - Uber/PickMe,889.44,0.497,71127.82,reference-derived scenario
47081,LOW,4,Public transport + Van - Uber/PickMe,304.69,0.587,27957.42,reference-derived scenario
47082,MID,2,Minivan - Uber/PickMe,849.7,0.0,102839.49,reference-derived scenario
47083,HIGH,19,2 Vans - Uber/PickMe,664.7,0.0,246965.5,reference-derived scenario
47084,MID,2,Van - Uber/PickMe,732.27,0.0,141819.87,reference-derived scenario
47085,LOW,6,Public transport + Minivan - Uber/PickMe,624.2,0.756,32395.99,reference-derived scenario
47086,LOW,5,Public transport + Minivan - Uber/PickMe,119.66,0.487,9684.69,reference-derived scenario
47087,LOW,17,Public transport + 2 Vans - Uber/PickMe,254.47,0.649,46493.63,reference-derived scenario
47088,LOW,17,Public transport + 2 Vans - Uber/PickMe,50.38,0.645,12194.3,reference-derived scenario
47089,MID,17,2 Vans - Uber/PickMe,600.38,0.0,221936.33,reference-derived scenario
47090,LOW,17,Public transport + 2 Vans - Uber/PickMe,143.14,0.781,23710.63,reference-derived scenario
47091,LOW,10,Public transport + Van - Uber/PickMe,413.14,0.511,44015.51,reference-derived scenario
47092,MID,16,Public transport + 2 Vans - Uber/PickMe,932.33,0.803,125152.51,reference-derived scenario
47093,MID,13,Van - Uber/PickMe,241.23,0.0,47039.83,reference-derived scenario
47094,MID,18,2 Vans - Uber/PickMe,888.19,0.0,311519.8,reference-derived scenario
47095,LOW,5,Public transport + Minivan - Uber/PickMe,238.18,0.696,12579.13,reference-derived scenario
47096,LOW,12,Public transport + Van - Uber/PickMe,93.78,0.404,14664.21,reference-derived scenario
47097,MID,8,Van - Uber/PickMe,274.76,0.0,48948.3,reference-derived scenario
47098,LOW,5,Public transport + Minivan - Uber/PickMe,94.24,0.485,7774.42,reference-derived scenario
47099,MID,19,Public transport + 2 Vans - Uber/PickMe,191.47,0.564,39800.61,reference-derived scenario
47100,HIGH,9,Public transport + Van - Uber/PickMe,228.68,0.361,31615.35,reference-derived scenario
47101,LOW,6,Public transport + Minivan - Uber/PickMe,278.88,0.435,24435.48,reference-derived scenario
47102,MID,9,Van - Uber/PickMe,527.04,0.0,90506.1,reference-derived scenario
47103,LOW,18,Public transport + 2 Vans - Uber/PickMe,345.18,0.433,82743.56,reference-derived scenario
47104,MID,17,Public transport + 2 Vans - Uber/PickMe,156.89,0.756,25138.21,reference-derived scenario
47105,MID,12,Public transport + Van - Uber/PickMe,700.88,0.783,56196.75,reference-derived scenario
47106,HIGH,5,Minivan - Uber/PickMe,680.55,0.0,89893.21,reference-derived scenario
47107,HIGH,9,Van - Uber/PickMe,188.75,0.0,35452.27,reference-derived scenario
47108,MID,11,Van - Uber/PickMe,102.16,0.0,19711.08,reference-derived scenario
47109,LOW,20,Public transport + 2 Vans - Uber/PickMe,260.65,0.538,57977.24,reference-derived scenario
47110,MID,6,Van - Uber/PickMe,736.51,0.0,121460.94,reference-derived scenario
47111,MID,7,Minivan - Uber/PickMe,143.51,0.0,16656.67,reference-derived scenario
47112,LOW,4,Public transport + Minivan - Uber/PickMe,45.68,0.758,2794.71,reference-derived scenario
47113,HIGH,5,Public transport + Van - Uber/PickMe,289.21,0.431,32786.0,reference-derived scenario
47114,HIGH,20,Private driver + 2 Vans,51.02,0.0,18677.89,reference-derived scenario
47115,MID,12,Public transport + Van - Uber/PickMe,745.06,0.728,67952.54,reference-derived scenario
47116,LOW,18,Public transport + 2 Vans - Uber/PickMe,113.0,0.869,15343.43,reference-derived scenario
47117,MID,15,Public transport + Van - Uber/PickMe,771.69,0.85,66555.22,reference-derived scenario
47118,HIGH,9,Van - Uber/PickMe,692.9,0.0,124519.49,reference-derived scenario
47119,LOW,6,Public transport + Minivan - Uber/PickMe,452.53,0.359,43243.29,reference-derived scenario
47120,MID,18,Public transport + 2 Vans - Uber/PickMe,273.21,0.478,58937.23,reference-derived scenario
47121,MID,19,2 Vans - Uber/PickMe,85.83,0.0,35522.92,reference-derived scenario
47122,HIGH,17,Public transport + 2 Vans - Uber/PickMe,444.5,0.879,50569.65,reference-derived scenario
47123,HIGH,8,Private driver + Van,304.86,0.0,52186.95,reference-derived scenario
47124,HIGH,1,Tuk/Taxi - Uber/PickMe,152.92,0.0,11836.16,reference-derived scenario
47125,LOW,12,Public transport + Van - Uber/PickMe,130.26,0.918,9854.68,reference-derived scenario
47126,LOW,9,Public transport + Van - Uber/PickMe,160.66,0.865,11701.65,reference-derived scenario
47127,LOW,4,Public transport + Van - Uber/PickMe,764.27,0.868,30271.15,reference-derived scenario
47128,LOW,4,Public transport + Van - Uber/PickMe,817.02,0.687,62077.96,reference-derived scenario
47129,LOW,18,Public transport + 2 Vans - Uber/PickMe,640.83,0.546,143250.77,reference-derived scenario
47130,MID,14,2 Minivans - Uber/PickMe,446.31,0.0,111793.67,reference-derived scenario
47131,MID,15,Van - Uber/PickMe,755.99,0.0,126436.41,reference-derived scenario
47132,LOW,4,Public transport + Van - Uber/PickMe,906.79,0.566,76561.93,reference-derived scenario
47133,HIGH,7,Minivan - Uber/PickMe,841.16,0.0,95377.67,reference-derived scenario
47134,MID,8,Public transport + Van - Uber/PickMe,69.08,0.375,10884.01,reference-derived scenario
47135,LOW,5,Public transport + Minivan - Uber/PickMe,188.09,0.894,7715.48,reference-derived scenario
47136,HIGH,19,Public transport + 2 Vans - Uber/PickMe,60.13,0.561,16232.38,reference-derived scenario
47137,LOW,15,Public transport + Van - Uber/PickMe,753.21,0.938,54486.3,reference-derived scenario
47138,MID,9,Public transport + Van - Uber/PickMe,554.24,0.472,66060.31,reference-derived scenario
47139,LOW,14,Public transport + 2 Minivans - Uber/PickMe,653.91,0.569,97493.69,reference-derived scenario
47140,LOW,18,Public transport + 2 Vans - Uber/PickMe,443.2,0.568,94965.0,reference-derived scenario
47141,MID,5,Van - Uber/PickMe,776.61,0.0,133890.92,reference-derived scenario
47142,MID,6,Public transport + Van - Uber/PickMe,376.57,0.542,35373.4,reference-derived scenario
47143,MID,4,Public transport + Minivan - Uber/PickMe,915.58,0.564,55055.62,reference-derived scenario
47144,HIGH,8,Public transport + Van - Uber/PickMe,42.82,0.884,3571.77,reference-derived scenario
47145,MID,19,2 Vans - Uber/PickMe,577.3,0.0,195296.86,reference-derived scenario
