sourceReference	region	type	vehicleModel	serviceName	capacity	minimumFareLkr	perKmLkr	perPassenger	source	availabilityBasis
way/561785421	Ratnapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/561785421	Ratnapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/561785421	Ratnapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/561785421	Ratnapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/561785421	Ratnapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/452589493	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/452589493	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/452589493	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/452589493	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/452589493	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/452589493	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/426062245	Negombo / Katunayake	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/426062245	Negombo / Katunayake	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/426062245	Negombo / Katunayake	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/426062245	Negombo / Katunayake	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/426062245	Negombo / Katunayake	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/426062245	Negombo / Katunayake	Train	Train	Puttalam Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/4894241544	Ratnapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/4894241544	Ratnapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4894241544	Ratnapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4894241544	Ratnapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4894241544	Ratnapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4986254019	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/4986254019	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4986254019	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4986254019	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4986254019	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4986254019	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/494132713	Arugam Bay	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/494132713	Arugam Bay	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/494132713	Arugam Bay	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/494132713	Arugam Bay	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/494132713	Arugam Bay	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497578450	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/497578450	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497578450	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497578450	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497578450	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/497578450	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/4457633204	Trincomalee	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/4457633204	Trincomalee	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4457633204	Trincomalee	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4457633204	Trincomalee	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4457633204	Trincomalee	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4457633204	Trincomalee	Train	Train	Trincomalee Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/278865150	Anuradhapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/278865150	Anuradhapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/278865150	Anuradhapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/278865150	Anuradhapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/278865150	Anuradhapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/278865150	Anuradhapura	Train	Train	Northern Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/9924091245	Mirissa / Weligama	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/9924091245	Mirissa / Weligama	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/9924091245	Mirissa / Weligama	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/9924091245	Mirissa / Weligama	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/9924091245	Mirissa / Weligama	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/9924091245	Mirissa / Weligama	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/2285202896	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/2285202896	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2285202896	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2285202896	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2285202896	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2285202896	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/6718158277	Bentota	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/6718158277	Bentota	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6718158277	Bentota	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6718158277	Bentota	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6718158277	Bentota	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/6718158277	Bentota	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/1743126531	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/1743126531	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1743126531	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1743126531	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1743126531	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/1743126531	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/483879882	Polonnaruwa	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/483879882	Polonnaruwa	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/483879882	Polonnaruwa	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/483879882	Polonnaruwa	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/483879882	Polonnaruwa	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/483879882	Polonnaruwa	Train	Train	Batticaloa Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/4105386875	Colombo	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/4105386875	Colombo	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4105386875	Colombo	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4105386875	Colombo	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4105386875	Colombo	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4105386875	Colombo	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/2626768423	Bentota	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/2626768423	Bentota	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2626768423	Bentota	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2626768423	Bentota	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2626768423	Bentota	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2626768423	Bentota	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/175703683	Colombo	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/175703683	Colombo	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/175703683	Colombo	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/175703683	Colombo	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/175703683	Colombo	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/175703683	Colombo	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/4146042098	Udawalawe	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/4146042098	Udawalawe	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4146042098	Udawalawe	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4146042098	Udawalawe	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/4146042098	Udawalawe	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5647606446	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/5647606446	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5647606446	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5647606446	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5647606446	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5647606446	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/3237453482	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/3237453482	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3237453482	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3237453482	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3237453482	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3237453482	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/832356660	Ratnapura	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/832356660	Ratnapura	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/832356660	Ratnapura	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/832356660	Ratnapura	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/832356660	Ratnapura	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2347291971	Colombo	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/2347291971	Colombo	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2347291971	Colombo	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2347291971	Colombo	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2347291971	Colombo	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2347291971	Colombo	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
way/669900771	Ella	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
way/669900771	Ella	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/669900771	Ella	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/669900771	Ella	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/669900771	Ella	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
way/669900771	Ella	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/3658007752	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/3658007752	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3658007752	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3658007752	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3658007752	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3658007752	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/2312756052	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/2312756052	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2312756052	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2312756052	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2312756052	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/2312756052	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/3773190726	Kitulgala	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/3773190726	Kitulgala	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3773190726	Kitulgala	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3773190726	Kitulgala	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3773190726	Kitulgala	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/10677460810	Nuwara Eliya	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/10677460810	Nuwara Eliya	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/10677460810	Nuwara Eliya	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/10677460810	Nuwara Eliya	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/10677460810	Nuwara Eliya	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/10677460810	Nuwara Eliya	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/3371428216	Colombo	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/3371428216	Colombo	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3371428216	Colombo	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3371428216	Colombo	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3371428216	Colombo	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3371428216	Colombo	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/5260355079	Colombo	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/5260355079	Colombo	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5260355079	Colombo	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5260355079	Colombo	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5260355079	Colombo	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/5260355079	Colombo	Train	Train	Coast Line service where scheduled	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
node/3064572065	Kandy	Bus	Public bus	Intercity / SLTB / private bus	45	40	6.5	true	NTC_FARE_POLICY	MODELED_FOR_DESTINATION
node/3064572065	Kandy	Tuk Tuk	Tuk Tuk	PickMe / Uber-type ride	3	200	80	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3064572065	Kandy	Car	Car	PickMe / Uber-type ride	4	450	97.5	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3064572065	Kandy	Minivan	Minivan	PickMe / Uber-type ride	7	800	120	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3064572065	Kandy	Van	Van	PickMe / Uber-type ride	15	1500	175	false	USER_PLANNING_ASSUMPTION	MODELED_FOR_DESTINATION
node/3064572065	Kandy	Train	Train	Main Line (Udarata Menike / Podi Menike where scheduled)	500	50	4	true	SRI_LANKA_RAILWAYS	CORRIDOR_MATCH_CONFIRM_SCHEDULE
